date,avg_temperature_c,avg_humidity_pct,rainfall_mm,max_wind_speed_kmh,city
2015-06-07,15.7,59,0.0,21.7,Paris
2015-06-07,19.1,77,0.0,22.1,Tokyo
2015-06-08,12.5,82,0.0,13.3,Cape Town
2015-06-08,23.2,66,0.0,17.3,Casablanca
2015-06-08,35.9,26,0.0,15.5,Delhi
2015-06-08,9.2,43,0.0,10.5,Johannesburg
2015-06-08,25.5,90,12.0,15.9,Lagos
2015-06-08,12.7,65,0.0,20.0,London
2015-06-08,17.0,71,0.0,15.6,Mexico City
2015-06-08,29.4,77,5.3,25.9,Mumbai
2015-06-08,18.1,76,0.8,10.5,Nairobi
2015-06-08,18.7,71,1.1,19.1,New York
2015-06-08,15.0,54,0.0,25.3,Paris
2015-06-08,20.0,79,20.9,24.2,Tokyo
2015-06-09,13.9,81,0.0,16.6,Cape Town
2015-06-09,22.8,68,0.0,16.6,Casablanca
2015-06-09,36.6,26,0.0,29.3,Delhi
2015-06-09,9.2,40,0.0,10.7,Johannesburg
2015-06-09,25.4,91,17.6,16.5,Lagos
2015-06-09,11.2,61,0.0,25.9,London
2015-06-09,15.8,69,0.0,14.8,Mexico City
2015-06-09,28.8,79,8.4,23.2,Mumbai
2015-06-09,18.0,74,0.7,9.5,Nairobi
2015-06-09,21.6,83,2.8,18.4,New York
2015-06-09,15.0,55,0.0,27.2,Paris
2015-06-09,20.0,89,2.1,22.2,Tokyo
2015-06-10,12.7,90,0.5,17.0,Cape Town
2015-06-10,21.5,73,0.0,20.3,Casablanca
2015-06-10,36.2,34,0.5,24.9,Delhi
2015-06-10,8.6,53,0.0,19.4,Johannesburg
2015-06-10,25.9,87,4.0,15.0,Lagos
2015-06-10,12.7,64,0.0,23.2,London
2015-06-10,17.5,65,0.0,13.9,Mexico City
2015-06-10,28.2,84,6.8,22.7,Mumbai
2015-06-10,18.4,70,0.0,9.4,Nairobi
2015-06-10,20.8,72,0.0,12.5,New York
2015-06-10,17.4,57,0.0,22.8,Paris
2015-06-10,21.4,79,0.0,18.2,Tokyo
2015-06-11,14.4,93,0.0,8.7,Cape Town
2015-06-11,20.6,71,1.3,18.4,Casablanca
2015-06-11,35.6,35,0.1,21.3,Delhi
2015-06-11,7.6,74,3.8,14.0,Johannesburg
2015-06-11,26.4,85,0.9,17.7,Lagos
2015-06-11,16.0,69,0.0,23.2,London
2015-06-11,19.0,66,0.2,18.3,Mexico City
2015-06-11,28.0,85,10.7,19.9,Mumbai
2015-06-11,18.3,71,1.4,6.2,Nairobi
2015-06-11,24.3,69,0.0,14.7,New York
2015-06-11,22.0,65,1.0,16.2,Paris
2015-06-11,21.0,82,10.1,20.2,Tokyo
2015-06-12,13.4,93,0.0,6.3,Cape Town
2015-06-12,20.2,69,0.1,17.7,Casablanca
2015-06-12,35.4,36,0.0,17.9,Delhi
2015-06-12,8.1,63,0.0,11.5,Johannesburg
2015-06-12,26.3,87,1.3,16.4,Lagos
2015-06-12,17.8,78,6.3,15.8,London
2015-06-12,18.6,67,1.1,17.1,Mexico City
2015-06-12,27.7,87,14.9,17.8,Mumbai
2015-06-12,17.9,77,0.7,10.0,Nairobi
2015-06-12,24.9,78,0.0,13.7,New York
2015-06-12,21.6,68,1.1,24.2,Paris
2015-06-12,20.9,86,2.2,8.4,Tokyo
2015-06-13,13.0,92,0.0,15.8,Cape Town
2015-06-13,19.3,69,1.7,17.3,Casablanca
2015-06-13,33.0,46,3.3,15.9,Delhi
2015-06-13,9.0,54,0.0,10.3,Johannesburg
2015-06-13,26.2,86,3.6,16.9,Lagos
2015-06-13,15.7,88,1.8,21.0,London
2015-06-13,18.0,72,2.6,7.4,Mexico City
2015-06-13,26.5,93,43.1,13.5,Mumbai
2015-06-13,17.9,82,3.7,9.3,Nairobi
2015-06-13,25.3,64,0.0,18.7,New York
2015-06-13,19.7,60,0.0,14.1,Paris
2015-06-13,23.1,84,0.3,19.5,Tokyo
2015-06-14,13.1,92,0.0,22.3,Cape Town
2015-06-14,19.2,62,0.0,17.7,Casablanca
2015-06-14,29.1,69,7.2,12.4,Delhi
2015-06-14,9.2,50,0.0,13.6,Johannesburg
2015-06-14,25.4,89,6.9,11.9,Lagos
2015-06-14,14.9,77,0.0,16.2,London
2015-06-14,16.9,82,5.5,12.6,Mexico City
2015-06-14,26.2,93,107.3,15.5,Mumbai
2015-06-14,18.7,79,0.8,9.5,Nairobi
2015-06-14,23.5,68,0.0,16.9,New York
2015-06-14,18.6,61,0.2,17.0,Paris
2015-06-14,21.1,84,0.0,18.8,Tokyo
2015-06-15,13.6,91,1.9,25.9,Cape Town
2015-06-15,19.6,67,0.2,15.6,Casablanca
2015-06-15,29.7,69,1.2,12.0,Delhi
2015-06-15,9.4,47,0.0,10.7,Johannesburg
2015-06-15,25.9,87,3.3,19.2,Lagos
2015-06-15,13.1,67,0.0,17.0,London
2015-06-15,16.4,81,15.2,9.2,Mexico City
2015-06-15,26.0,92,38.0,15.1,Mumbai
2015-06-15,19.2,76,2.0,5.8,Nairobi
2015-06-15,22.5,86,22.2,14.5,New York
2015-06-15,17.5,68,0.1,15.6,Paris
2015-06-15,22.4,80,0.0,20.3,Tokyo
2015-06-16,13.2,83,12.8,31.1,Cape Town
2015-06-16,20.7,66,0.0,23.4,Casablanca
2015-06-16,32.0,59,0.0,10.4,Delhi
2015-06-16,10.9,36,0.0,20.4,Johannesburg
2015-06-16,26.1,84,3.9,20.6,Lagos
2015-06-16,15.4,67,0.0,10.8,London
2015-06-16,16.9,76,2.8,7.6,Mexico City
2015-06-16,26.2,91,31.7,21.6,Mumbai
2015-06-16,19.0,73,0.0,7.9,Nairobi
2015-06-16,21.3,89,8.9,12.0,New York
2015-06-16,16.8,54,0.0,19.6,Paris
2015-06-16,21.6,83,0.0,11.2,Tokyo
2015-06-17,13.0,76,0.0,17.3,Cape Town
2015-06-17,23.0,65,0.0,19.1,Casablanca
2015-06-17,33.0,54,0.4,8.4,Delhi
2015-06-17,5.6,50,0.0,28.3,Johannesburg
2015-06-17,26.3,85,3.9,18.9,Lagos
2015-06-17,17.3,78,0.4,25.2,London
2015-06-17,17.1,78,7.1,10.5,Mexico City
2015-06-17,26.9,88,16.1,21.4,Mumbai
2015-06-17,18.4,78,0.8,7.3,Nairobi
2015-06-17,21.6,72,0.0,15.3,New York
2015-06-17,18.0,61,0.0,17.1,Paris
2015-06-17,21.7,81,2.7,11.8,Tokyo
2015-06-18,11.6,86,0.0,8.8,Cape Town
2015-06-18,24.2,62,0.0,17.6,Casablanca
2015-06-18,34.3,45,0.0,7.7,Delhi
2015-06-18,6.7,45,0.0,11.6,Johannesburg
2015-06-18,26.0,87,6.3,19.1,Lagos
2015-06-18,16.2,63,0.6,16.1,London
2015-06-18,16.7,82,4.7,10.8,Mexico City
2015-06-18,27.1,89,27.1,25.9,Mumbai
2015-06-18,17.3,88,8.3,8.3,Nairobi
2015-06-18,18.8,77,0.0,12.2,New York
2015-06-18,16.9,82,2.9,19.8,Paris
2015-06-18,20.3,83,5.2,22.9,Tokyo
2015-06-19,13.9,83,0.0,15.1,Cape Town
2015-06-19,24.0,70,0.0,14.6,Casablanca
2015-06-19,34.7,49,0.1,16.3,Delhi
2015-06-19,8.5,36,0.0,10.8,Johannesburg
2015-06-19,25.9,86,4.9,18.4,Lagos
2015-06-19,14.7,64,0.0,17.6,London
2015-06-19,16.5,79,9.7,9.9,Mexico City
2015-06-19,26.4,92,53.4,28.8,Mumbai
2015-06-19,17.2,86,4.9,9.5,Nairobi
2015-06-19,22.1,76,0.3,11.6,New York
2015-06-19,16.1,65,0.2,18.8,Paris
2015-06-19,18.7,87,7.0,17.3,Tokyo
2015-06-20,12.8,88,0.0,12.7,Cape Town
2015-06-20,24.0,71,0.0,17.2,Casablanca
2015-06-20,32.3,60,1.1,22.3,Delhi
2015-06-20,8.2,55,0.0,9.5,Johannesburg
2015-06-20,25.5,87,16.7,16.3,Lagos
2015-06-20,14.5,82,3.5,14.6,London
2015-06-20,16.7,80,9.4,9.8,Mexico City
2015-06-20,26.8,91,60.0,29.1,Mumbai
2015-06-20,17.6,74,0.6,11.0,Nairobi
2015-06-20,20.5,81,0.1,14.8,New York
2015-06-20,16.9,68,0.0,14.3,Paris
2015-06-20,20.7,77,0.0,21.4,Tokyo
2015-06-21,13.2,90,0.0,13.3,Cape Town
2015-06-21,23.3,73,0.0,15.9,Casablanca
2015-06-21,32.0,64,1.7,16.6,Delhi
2015-06-21,9.2,53,0.0,7.6,Johannesburg
2015-06-21,25.2,89,8.9,14.5,Lagos
2015-06-21,15.7,70,0.2,20.2,London
2015-06-21,16.2,83,16.1,11.3,Mexico City
2015-06-21,26.8,91,63.9,36.0,Mumbai
2015-06-21,17.8,68,0.0,10.8,Nairobi
2015-06-21,23.6,85,40.0,20.7,New York
2015-06-21,17.6,70,1.1,18.4,Paris
2015-06-21,19.5,87,8.8,9.0,Tokyo
2015-06-22,12.5,89,0.0,19.7,Cape Town
2015-06-22,22.4,70,0.0,18.4,Casablanca
2015-06-22,32.1,60,0.6,20.5,Delhi
2015-06-22,9.0,51,0.0,9.9,Johannesburg
2015-06-22,25.4,87,6.7,16.1,Lagos
2015-06-22,13.5,73,5.2,25.2,London
2015-06-22,16.4,83,8.2,11.7,Mexico City
2015-06-22,26.7,90,20.4,36.2,Mumbai
2015-06-22,17.4,66,0.0,10.2,Nairobi
2015-06-22,24.4,67,0.0,17.4,New York
2015-06-22,14.4,75,1.2,20.6,Paris
2015-06-22,22.0,82,0.6,14.8,Tokyo
2015-06-23,12.9,81,12.7,33.4,Cape Town
2015-06-23,21.6,74,0.0,19.5,Casablanca
2015-06-23,32.9,58,0.0,15.7,Delhi
2015-06-23,9.4,45,0.0,11.2,Johannesburg
2015-06-23,26.2,82,3.6,19.7,Lagos
2015-06-23,15.1,63,0.0,17.2,London
2015-06-23,16.5,78,8.1,12.2,Mexico City
2015-06-23,27.2,89,69.5,40.0,Mumbai
2015-06-23,17.8,70,0.0,10.1,Nairobi
2015-06-23,25.7,74,0.0,21.1,New York
2015-06-23,14.9,67,0.0,17.6,Paris
2015-06-23,21.8,84,1.1,14.6,Tokyo
2015-06-24,11.9,84,20.1,32.2,Cape Town
2015-06-24,21.6,71,0.0,19.4,Casablanca
2015-06-24,30.7,73,26.1,13.9,Delhi
2015-06-24,9.7,41,0.0,14.8,Johannesburg
2015-06-24,26.0,83,3.2,20.9,Lagos
2015-06-24,17.0,62,0.0,17.1,London
2015-06-24,16.5,74,0.2,16.7,Mexico City
2015-06-24,27.7,87,41.8,40.2,Mumbai
2015-06-24,17.8,71,0.3,10.0,Nairobi
2015-06-24,23.7,64,0.0,16.6,New York
2015-06-24,17.5,60,0.0,8.4,Paris
2015-06-24,23.0,80,0.0,14.8,Tokyo
2015-06-25,10.9,82,0.4,14.0,Cape Town
2015-06-25,21.9,71,0.0,17.1,Casablanca
2015-06-25,25.8,91,23.3,13.5,Delhi
2015-06-25,11.4,32,0.0,12.7,Johannesburg
2015-06-25,25.5,86,4.8,18.4,Lagos
2015-06-25,17.7,66,0.0,12.8,London
2015-06-25,15.7,82,8.1,13.1,Mexico City
2015-06-25,27.9,85,6.6,31.1,Mumbai
2015-06-25,18.3,69,0.0,8.6,Nairobi
2015-06-25,22.1,61,0.0,9.7,New York
2015-06-25,21.2,55,0.0,8.9,Paris
2015-06-25,22.7,82,0.3,15.3,Tokyo
2015-06-26,12.0,77,0.0,18.3,Cape Town
2015-06-26,24.7,71,0.0,16.8,Casablanca
2015-06-26,30.5,68,0.0,16.4,Delhi
2015-06-26,10.2,52,0.0,23.7,Johannesburg
2015-06-26,25.5,86,10.6,17.8,Lagos
2015-06-26,17.9,68,1.7,21.5,London
2015-06-26,16.1,78,11.3,9.2,Mexico City
2015-06-26,27.8,86,5.0,28.3,Mumbai
2015-06-26,17.4,68,0.0,9.8,Nairobi
2015-06-26,22.4,69,0.1,12.3,New York
2015-06-26,23.7,50,0.0,17.7,Paris
2015-06-26,21.9,87,7.4,15.7,Tokyo
2015-06-27,12.1,86,0.0,11.6,Cape Town
2015-06-27,26.4,68,0.0,13.0,Casablanca
2015-06-27,31.6,66,0.0,17.4,Delhi
2015-06-27,9.6,74,0.2,32.0,Johannesburg
2015-06-27,25.2,89,14.4,16.3,Lagos
2015-06-27,18.3,62,0.0,17.3,London
2015-06-27,15.5,81,0.4,12.1,Mexico City
2015-06-27,27.9,85,6.1,25.6,Mumbai
2015-06-27,18.0,65,0.0,8.0,Nairobi
2015-06-27,19.3,81,8.4,19.1,New York
2015-06-27,19.7,58,0.0,16.1,Paris
2015-06-27,22.9,87,0.8,9.4,Tokyo
2015-06-28,12.7,82,1.3,20.9,Cape Town
2015-06-28,26.5,63,0.0,15.5,Casablanca
2015-06-28,32.4,63,0.4,17.1,Delhi
2015-06-28,11.1,71,0.1,20.6,Johannesburg
2015-06-28,24.5,94,74.5,16.3,Lagos
2015-06-28,17.4,72,1.5,18.6,London
2015-06-28,16.5,80,3.6,11.1,Mexico City
2015-06-28,27.9,85,4.9,21.9,Mumbai
2015-06-28,17.8,67,0.0,12.6,Nairobi
2015-06-28,19.0,90,59.9,24.2,New York
2015-06-28,21.4,53,0.0,19.1,Paris
2015-06-28,20.7,78,1.0,23.6,Tokyo
2015-06-29,12.6,84,1.1,11.8,Cape Town
2015-06-29,24.8,71,0.0,15.9,Casablanca
2015-06-29,30.1,66,0.0,19.0,Delhi
2015-06-29,10.3,55,0.0,14.1,Johannesburg
2015-06-29,25.0,90,20.7,15.6,Lagos
2015-06-29,18.0,65,0.0,12.6,London
2015-06-29,16.0,83,11.5,9.2,Mexico City
2015-06-29,27.4,86,5.5,19.1,Mumbai
2015-06-29,17.8,71,0.0,12.4,Nairobi
2015-06-29,19.9,70,0.0,18.6,New York
2015-06-29,21.4,55,0.0,11.8,Paris
2015-06-29,20.6,77,0.0,18.0,Tokyo
2015-06-30,11.9,89,0.0,16.6,Cape Town
2015-06-30,23.4,74,0.0,13.3,Casablanca
2015-06-30,28.7,70,0.4,13.1,Delhi
2015-06-30,9.9,46,0.0,15.8,Johannesburg
2015-06-30,25.3,87,8.8,19.5,Lagos
2015-06-30,19.9,63,0.0,16.9,London
2015-06-30,16.2,82,17.2,8.3,Mexico City
2015-06-30,27.2,86,2.8,16.3,Mumbai
2015-06-30,17.6,76,0.8,13.0,Nairobi
2015-06-30,21.4,76,0.0,19.5,New York
2015-06-30,24.8,47,0.0,12.8,Paris
2015-06-30,21.4,79,3.6,13.0,Tokyo
2015-07-01,13.1,78,0.0,15.7,Cape Town
2015-07-01,22.6,73,0.0,15.3,Casablanca
2015-07-01,30.2,71,0.8,8.3,Delhi
2015-07-01,11.0,63,0.0,12.9,Johannesburg
2015-07-01,25.8,86,1.5,19.3,Lagos
2015-07-01,25.9,55,0.0,19.5,London
2015-07-01,15.6,85,23.2,9.3,Mexico City
2015-07-01,27.6,86,4.2,15.9,Mumbai
2015-07-01,17.3,76,0.6,14.1,Nairobi
2015-07-01,23.0,81,11.5,20.1,New York
2015-07-01,29.5,43,0.9,14.7,Paris
2015-07-01,21.2,92,13.6,19.6,Tokyo
2015-07-02,12.4,85,0.0,19.9,Cape Town
2015-07-02,23.1,69,0.0,19.5,Casablanca
2015-07-02,31.2,66,0.6,11.9,Delhi
2015-07-02,10.7,50,0.0,6.8,Johannesburg
2015-07-02,25.3,89,12.4,19.1,Lagos
2015-07-02,19.7,74,0.9,20.1,London
2015-07-02,15.4,87,12.0,10.6,Mexico City
2015-07-02,27.7,86,1.8,16.9,Mumbai
2015-07-02,17.7,75,0.6,12.6,Nairobi
2015-07-02,21.4,75,0.0,10.3,New York
2015-07-02,25.8,60,0.2,17.4,Paris
2015-07-02,22.5,87,13.3,12.6,Tokyo
2015-07-03,13.0,86,0.0,13.7,Cape Town
2015-07-03,23.6,69,0.0,17.8,Casablanca
2015-07-03,32.0,64,0.5,18.9,Delhi
2015-07-03,11.4,48,0.0,10.7,Johannesburg
2015-07-03,24.6,93,47.1,15.8,Lagos
2015-07-03,18.8,68,6.4,21.0,London
2015-07-03,14.8,86,18.8,7.2,Mexico City
2015-07-03,27.7,85,3.6,19.3,Mumbai
2015-07-03,17.6,73,1.2,14.0,Nairobi
2015-07-03,21.2,70,0.0,13.7,New York
2015-07-03,26.9,54,0.0,18.4,Paris
2015-07-03,22.0,91,48.2,9.4,Tokyo
2015-07-04,11.8,91,0.0,11.8,Cape Town
2015-07-04,24.3,74,0.0,17.0,Casablanca
2015-07-04,32.0,62,0.4,18.6,Delhi
2015-07-04,10.8,52,0.0,11.4,Johannesburg
2015-07-04,25.3,89,4.9,15.5,Lagos
2015-07-04,21.0,72,2.2,20.4,London
2015-07-04,15.0,84,10.9,5.8,Mexico City
2015-07-04,27.8,83,4.7,24.3,Mumbai
2015-07-04,17.0,68,0.0,16.4,Nairobi
2015-07-04,21.1,76,1.5,13.3,New York
2015-07-04,27.9,53,0.3,15.2,Paris
2015-07-04,21.9,87,21.2,13.8,Tokyo
2015-07-05,13.4,80,0.0,20.5,Cape Town
2015-07-05,25.6,73,0.0,15.7,Casablanca
2015-07-05,31.3,69,12.3,23.8,Delhi
2015-07-05,12.0,41,0.0,6.5,Johannesburg
2015-07-05,25.2,89,3.3,12.2,Lagos
2015-07-05,17.4,72,4.0,22.6,London
2015-07-05,15.5,84,12.0,9.1,Mexico City
2015-07-05,28.0,82,3.6,26.1,Mumbai
2015-07-05,17.1,64,0.0,16.2,Nairobi
2015-07-05,22.3,73,0.0,7.6,New York
2015-07-05,21.9,62,5.4,17.6,Paris
2015-07-05,20.5,86,8.4,10.4,Tokyo
2015-07-06,13.5,76,0.0,13.8,Cape Town
2015-07-06,27.6,70,0.0,19.8,Casablanca
2015-07-06,28.9,80,13.0,13.1,Delhi
2015-07-06,11.7,42,0.0,17.5,Johannesburg
2015-07-06,25.8,87,0.9,13.8,Lagos
2015-07-06,17.0,68,0.0,18.8,London
2015-07-06,15.3,86,8.8,10.5,Mexico City
2015-07-06,28.0,81,6.3,31.2,Mumbai
2015-07-06,17.0,74,1.0,18.2,Nairobi
2015-07-06,22.6,82,0.3,11.0,New York
2015-07-06,22.7,55,0.0,12.1,Paris
2015-07-06,19.5,91,17.6,10.1,Tokyo
2015-07-07,15.3,78,0.0,26.9,Cape Town
2015-07-07,27.3,71,0.0,17.1,Casablanca
2015-07-07,27.7,84,12.2,10.6,Delhi
2015-07-07,10.5,64,0.0,17.5,Johannesburg
2015-07-07,25.7,88,4.5,13.2,Lagos
2015-07-07,17.1,70,1.1,26.6,London
2015-07-07,16.0,81,3.4,13.8,Mexico City
2015-07-07,27.8,84,7.3,29.8,Mumbai
2015-07-07,16.9,75,0.6,17.1,Nairobi
2015-07-07,24.6,86,4.5,13.5,New York
2015-07-07,22.6,61,2.2,23.4,Paris
2015-07-07,20.9,91,3.2,12.6,Tokyo
2015-07-08,13.9,89,0.1,17.4,Cape Town
2015-07-08,25.7,74,0.0,16.6,Casablanca
2015-07-08,28.3,84,18.9,9.7,Delhi
2015-07-08,9.5,63,0.0,14.9,Johannesburg
2015-07-08,25.8,88,5.4,11.0,Lagos
2015-07-08,16.3,66,0.7,25.8,London
2015-07-08,14.7,80,2.6,8.2,Mexico City
2015-07-08,27.7,86,5.0,23.0,Mumbai
2015-07-08,17.4,73,0.0,13.4,Nairobi
2015-07-08,25.3,79,7.7,14.8,New York
2015-07-08,17.7,61,0.5,26.4,Paris
2015-07-08,21.8,88,38.1,17.3,Tokyo
2015-07-09,15.2,81,0.0,17.6,Cape Town
2015-07-09,24.3,73,0.0,16.6,Casablanca
2015-07-09,27.8,87,22.8,7.8,Delhi
2015-07-09,10.5,47,0.0,11.5,Johannesburg
2015-07-09,26.0,89,1.6,16.7,Lagos
2015-07-09,15.9,57,0.0,15.2,London
2015-07-09,14.1,80,3.7,13.6,Mexico City
2015-07-09,27.5,87,2.7,22.8,Mumbai
2015-07-09,17.0,75,0.0,13.1,Nairobi
2015-07-09,22.9,84,1.1,13.0,New York
2015-07-09,17.7,57,0.0,16.3,Paris
2015-07-09,20.2,88,7.8,15.6,Tokyo
2015-07-10,14.8,86,0.0,11.5,Cape Town
2015-07-10,22.7,75,0.0,16.9,Casablanca
2015-07-10,26.1,93,62.4,13.7,Delhi
2015-07-10,10.5,61,0.0,13.1,Johannesburg
2015-07-10,25.7,89,4.6,18.6,Lagos
2015-07-10,18.3,60,0.0,15.9,London
2015-07-10,14.3,81,0.7,9.2,Mexico City
2015-07-10,27.2,86,4.8,25.1,Mumbai
2015-07-10,17.0,69,0.0,14.1,Nairobi
2015-07-10,23.7,73,2.4,19.2,New York
2015-07-10,20.2,46,0.0,15.7,Paris
2015-07-10,22.7,84,0.0,16.3,Tokyo
2015-07-11,13.0,91,8.8,23.8,Cape Town
2015-07-11,24.4,70,0.0,18.1,Casablanca
2015-07-11,24.9,90,35.1,20.0,Delhi
2015-07-11,9.9,64,0.0,21.7,Johannesburg
2015-07-11,26.1,87,1.6,16.9,Lagos
2015-07-11,19.3,60,0.9,20.4,London
2015-07-11,15.2,79,1.2,12.1,Mexico City
2015-07-11,27.4,85,5.1,25.8,Mumbai
2015-07-11,16.9,64,0.0,10.5,Nairobi
2015-07-11,23.4,64,0.0,11.6,New York
2015-07-11,21.7,50,0.0,18.5,Paris
2015-07-11,24.1,85,0.0,21.6,Tokyo
2015-07-12,10.7,66,0.2,21.3,Cape Town
2015-07-12,25.2,74,0.0,18.4,Casablanca
2015-07-12,25.5,89,3.8,18.4,Delhi
2015-07-12,12.0,47,0.0,23.0,Johannesburg
2015-07-12,25.6,89,6.2,16.8,Lagos
2015-07-12,17.4,80,1.4,23.7,London
2015-07-12,15.5,82,3.1,10.2,Mexico City
2015-07-12,27.2,86,4.6,17.5,Mumbai
2015-07-12,17.0,63,0.0,11.2,Nairobi
2015-07-12,24.5,65,0.1,7.6,New York
2015-07-12,19.5,62,0.1,15.4,Paris
2015-07-12,25.4,85,0.0,19.8,Tokyo
2015-07-13,9.8,76,0.0,14.9,Cape Town
2015-07-13,26.5,68,0.0,20.1,Casablanca
2015-07-13,28.4,80,1.6,11.4,Delhi
2015-07-13,12.3,45,0.0,19.7,Johannesburg
2015-07-13,25.7,88,1.1,16.6,Lagos
2015-07-13,17.7,84,1.2,22.4,London
2015-07-13,15.7,79,3.1,6.1,Mexico City
2015-07-13,27.4,85,2.4,14.2,Mumbai
2015-07-13,16.7,70,0.0,12.4,Nairobi
2015-07-13,24.6,67,0.0,14.3,New York
2015-07-13,21.4,62,0.0,18.6,Paris
2015-07-13,26.6,84,0.0,33.8,Tokyo
2015-07-14,10.6,75,0.0,14.7,Cape Town
2015-07-14,27.6,64,0.0,21.2,Casablanca
2015-07-14,29.6,76,0.8,19.1,Delhi
2015-07-14,11.8,62,0.0,27.4,Johannesburg
2015-07-14,25.7,87,3.7,19.1,Lagos
2015-07-14,18.5,78,1.1,16.6,London
2015-07-14,16.9,69,0.0,6.7,Mexico City
2015-07-14,27.6,85,2.7,15.3,Mumbai
2015-07-14,17.0,64,0.0,12.2,Nairobi
2015-07-14,22.5,82,6.6,14.5,New York
2015-07-14,21.1,66,0.0,13.8,Paris
2015-07-14,26.4,83,0.0,38.8,Tokyo
2015-07-15,9.6,85,0.0,14.3,Cape Town
2015-07-15,27.7,64,0.0,15.7,Casablanca
2015-07-15,31.3,65,0.0,23.6,Delhi
2015-07-15,11.9,66,0.0,22.5,Johannesburg
2015-07-15,25.3,88,6.8,17.5,Lagos
2015-07-15,17.9,80,1.3,11.8,London
2015-07-15,17.6,67,0.3,11.9,Mexico City
2015-07-15,27.5,83,4.6,18.1,Mumbai
2015-07-15,16.6,61,0.0,11.8,Nairobi
2015-07-15,23.7,88,1.8,12.9,New York
2015-07-15,23.0,65,0.0,16.5,Paris
2015-07-15,25.9,83,39.1,30.6,Tokyo
2015-07-16,10.4,86,1.0,22.8,Cape Town
2015-07-16,27.0,70,0.1,16.3,Casablanca
2015-07-16,29.7,76,11.8,15.9,Delhi
2015-07-16,13.1,48,0.5,30.8,Johannesburg
2015-07-16,24.8,89,10.5,16.1,Lagos
2015-07-16,18.5,73,2.6,19.5,London
2015-07-16,17.0,72,0.7,16.0,Mexico City
2015-07-16,27.5,85,5.2,22.7,Mumbai
2015-07-16,16.8,60,0.0,13.6,Nairobi
2015-07-16,21.9,53,0.0,19.7,New York
2015-07-16,26.9,55,0.0,18.5,Paris
2015-07-16,26.1,86,11.1,39.0,Tokyo
2015-07-17,12.5,89,38.1,39.3,Cape Town
2015-07-17,25.9,71,0.0,16.3,Casablanca
2015-07-17,28.1,86,25.7,14.2,Delhi
2015-07-17,6.1,37,0.2,21.4,Johannesburg
2015-07-17,25.4,87,1.1,13.8,Lagos
2015-07-17,18.9,73,1.0,26.0,London
2015-07-17,16.3,75,0.9,12.8,Mexico City
2015-07-17,27.6,86,6.0,23.1,Mumbai
2015-07-17,18.2,62,0.0,7.3,Nairobi
2015-07-17,21.0,72,0.0,14.9,New York
2015-07-17,24.7,60,0.0,20.3,Paris
2015-07-17,26.0,85,2.1,41.4,Tokyo
2015-07-18,12.4,79,0.0,13.7,Cape Town
2015-07-18,25.0,76,0.0,20.6,Casablanca
2015-07-18,29.0,83,5.3,9.3,Delhi
2015-07-18,8.9,27,0.0,10.8,Johannesburg
2015-07-18,25.6,88,0.4,18.4,Lagos
2015-07-18,17.2,61,0.0,14.2,London
2015-07-18,17.3,75,4.8,7.4,Mexico City
2015-07-18,27.7,85,8.2,22.5,Mumbai
2015-07-18,18.6,65,0.1,13.0,Nairobi
2015-07-18,23.7,74,2.8,16.2,New York
2015-07-18,22.5,58,1.5,12.6,Paris
2015-07-18,25.2,89,0.5,32.4,Tokyo
2015-07-19,11.0,87,0.0,10.8,Cape Town
2015-07-19,25.5,75,0.0,18.4,Casablanca
2015-07-19,28.6,84,19.2,9.0,Delhi
2015-07-19,10.6,24,0.0,14.3,Johannesburg
2015-07-19,25.3,87,4.6,23.5,Lagos
2015-07-19,17.9,62,2.8,26.2,London
2015-07-19,16.4,83,12.3,12.3,Mexico City
2015-07-19,27.1,87,11.6,23.1,Mumbai
2015-07-19,17.9,73,1.3,12.5,Nairobi
2015-07-19,26.8,78,0.0,12.0,New York
2015-07-19,22.1,66,0.4,21.7,Paris
2015-07-19,27.6,84,0.0,19.8,Tokyo
2015-07-20,12.2,72,0.0,27.4,Cape Town
2015-07-20,26.4,70,0.0,19.4,Casablanca
2015-07-20,27.4,88,10.7,9.8,Delhi
2015-07-20,11.5,48,0.0,15.6,Johannesburg
2015-07-20,25.0,87,5.1,27.2,Lagos
2015-07-20,17.6,82,0.2,25.5,London
2015-07-20,16.1,80,6.5,13.7,Mexico City
2015-07-20,26.6,90,15.7,21.9,Mumbai
2015-07-20,17.1,71,0.3,10.5,Nairobi
2015-07-20,28.6,68,0.2,12.0,New York
2015-07-20,22.7,73,2.5,19.1,Paris
2015-07-20,27.6,83,1.9,14.5,Tokyo
2015-07-21,12.5,62,2.6,30.3,Cape Town
2015-07-21,27.1,69,0.0,18.1,Casablanca
2015-07-21,29.1,80,3.4,15.6,Delhi
2015-07-21,11.7,49,0.0,14.4,Johannesburg
2015-07-21,25.0,87,0.5,19.6,Lagos
2015-07-21,19.1,67,0.0,23.2,London
2015-07-21,17.0,73,1.9,6.4,Mexico City
2015-07-21,26.4,90,20.2,19.1,Mumbai
2015-07-21,16.5,71,0.4,10.2,Nairobi
2015-07-21,27.6,62,0.3,14.4,New York
2015-07-21,23.5,70,0.0,14.3,Paris
2015-07-21,27.1,80,0.0,25.7,Tokyo
2015-07-22,13.2,80,3.6,24.7,Cape Town
2015-07-22,27.8,65,0.0,19.5,Casablanca
2015-07-22,29.0,81,1.8,12.9,Delhi
